nvalues,tauhats_Y,sehats_Y,lb_Y,ub_Y,tauhats_X,sehats_X,lb_X,ub_X
500,-0.038253064690277366,0.08533198338708245,-0.20550375212895897,0.12899762274840423,0.16174693530972267,0.08533198338708245,-0.0055037521289589275,0.3289976227484043
505,0.29040525417182195,0.0758767702640761,0.14168678445423277,0.4391237238894111,0.490405254171822,0.0758767702640761,0.34168678445423284,0.6391237238894112
510,0.21734439834002747,0.0812088048355915,0.05817514086226816,0.3765136558177868,0.4173443983400275,0.0812088048355915,0.2581751408622682,0.5765136558177868
515,0.3244426781011047,0.08002602735460485,0.16759166448607923,0.48129369171613023,0.5244426781011047,0.08002602735460483,0.3675916644860792,0.6812936917161301
520,0.1801636254586018,0.07548099810491671,0.032220869172965044,0.32810638174423856,0.38016362545860183,0.07548099810491671,0.23222086917296508,0.5281063817442386
525,0.22964363019594053,0.07298428540577187,0.08659443080062768,0.3726928295912534,0.4296436301959405,0.07298428540577187,0.28659443080062763,0.5726928295912533
530,0.2574276055970586,0.07697338702491571,0.10655976702822378,0.40829544416589336,0.4574276055970586,0.07697338702491571,0.3065597670282238,0.6082954441658934
535,0.3158556958217671,0.06889517280736478,0.18082115711933214,0.45089023452420207,0.515855695821767,0.06889517280736478,0.38082115711933207,0.650890234524202
540,0.24218363184571615,0.07937996083900374,0.08659890860126881,0.3977683550901635,0.4421836318457162,0.07937996083900374,0.28659890860126885,0.5977683550901636
545,0.21650939806362435,0.07773198327816686,0.06415471083841731,0.3688640852888314,0.4165093980636244,0.07773198327816684,0.2641547108384174,0.5688640852888314
550,0.29908311800720366,0.07473439955675326,0.15260369487596728,0.44556254113844007,0.4990831180072036,0.07473439955675326,0.3526036948759672,0.64556254113844
555,0.10887924678900979,0.07518343548679804,-0.03848028676511436,0.25623878034313397,0.3088792467890098,0.07518343548679804,0.16151971323488565,0.4562387803431339
560,0.43626652603055427,0.07450138521161652,0.2902438110157859,0.5822892410453226,0.6362665260305542,0.07450138521161652,0.49024381101578585,0.7822892410453226
565,0.21297304311039797,0.06899242525714779,0.07774788960638832,0.34819819661440765,0.41297304311039795,0.06899242525714779,0.2777478896063883,0.5481981966144076
570,0.22453205293754697,0.07326462885878579,0.08093338037432682,0.3681307255007671,0.42453205293754703,0.07326462885878579,0.2809333803743269,0.5681307255007672
575,0.22301691812887223,0.07097198074913677,0.08391183586056417,0.3621220003971803,0.4230169181288722,0.07097198074913677,0.2839118358605641,0.5621220003971803
580,0.2760381109426986,0.07254708247142519,0.13384582929870523,0.4182303925866919,0.4760381109426986,0.07254708247142519,0.3338458292987052,0.618230392586692
585,0.2498708689061913,0.07932892305273924,0.0943861797228224,0.40535555808956025,0.4498708689061914,0.07932892305273924,0.29438617972282244,0.6053555580895603
590,0.22430108372514435,0.07938675377876596,0.06870304631876306,0.37989912113152563,0.4243010837251444,0.07938675377876596,0.26870304631876313,0.5798991211315256
595,0.18234312598085214,0.07549481352811113,0.034373291465754324,0.33031296049594994,0.3823431259808522,0.07549481352811113,0.23437329146575436,0.53031296049595
600,0.17178848382237166,0.07156651712461741,0.03151811025812154,0.31205885738662176,0.3717884838223717,0.07156651712461741,0.23151811025812155,0.5120588573866218
605,0.1747405774874268,0.07149198793221105,0.03461628114029314,0.31486487383456047,0.37474057748742673,0.07149198793221104,0.2346162811402931,0.5148648738345604
610,0.10086555986719214,0.07634732576524719,-0.04877519863269236,0.25050631836707665,0.3008655598671921,0.07634732576524719,0.1512248013673076,0.4505063183670766
615,0.19097474256582536,0.07340478970209169,0.047101354749725655,0.33484813038192507,0.39097474256582543,0.0734047897020917,0.2471013547497257,0.5348481303819251
620,0.24510839814623325,0.07702016426129427,0.09414887619409648,0.39606792009837,0.44510839814623326,0.07702016426129427,0.29414887619409646,0.5960679200983701
625,0.19350492406879205,0.07126437491296952,0.05382674923937178,0.3331830988982123,0.39350492406879206,0.07126437491296952,0.25382674923937176,0.5331830988982124
630,0.35876294487884575,0.06620188852900642,0.22900724336199316,0.4885186463956983,0.5587629448788458,0.06620188852900642,0.42900724336199325,0.6885186463956984
635,0.20069352016717215,0.0707762009145986,0.06197216637455888,0.3394148739597854,0.4006935201671721,0.0707762009145986,0.2619721663745588,0.5394148739597854
640,0.3508915718514691,0.07777366007752652,0.1984551980995171,0.5033279456034211,0.5508915718514692,0.07777366007752652,0.39845519809951724,0.7033279456034212
645,0.3528475702150691,0.06949190466644581,0.2166434370688353,0.4890517033613029,0.552847570215069,0.06949190466644581,0.4166434370688352,0.6890517033613028
650,0.31854418372153137,0.07022360901059732,0.18090591006076062,0.4561824573823021,0.5185441837215314,0.07022360901059731,0.3809059100607607,0.6561824573823022
655,0.26804440490466197,0.06345717435456136,0.1436683431697217,0.39242046663960223,0.46804440490466204,0.06345717435456136,0.3436683431697218,0.5924204666396022
660,0.1644109414595973,0.07021310991065012,0.02679324603472308,0.30202863688447157,0.3644109414595974,0.07021310991065012,0.22679324603472317,0.5020286368844716
665,0.17526226416156204,0.07367383884876734,0.030861540017978056,0.31966298830514606,0.37526226416156205,0.07367383884876734,0.23086154001797807,0.519662988305146
670,0.31592147680656957,0.07218144228638944,0.17444584992524628,0.4573971036878929,0.5159214768065696,0.07218144228638944,0.3744458499252463,0.657397103687893
675,0.02948079645981154,0.0698438382000573,-0.10741312641230076,0.16637471933192383,0.22948079645981148,0.0698438382000573,0.09258687358769918,0.3663747193319238
680,0.2859203914419731,0.06567790810112697,0.15719169156376425,0.414649091320182,0.4859203914419731,0.06567790810112697,0.3571916915637642,0.614649091320182
685,0.14162541912856683,0.07133311966199717,0.001812504591052394,0.2814383336660813,0.3416254191285668,0.07133311966199717,0.20181250459105238,0.48143833366608124
690,0.13571128122946835,0.06672936509471178,0.004921725643833252,0.26650083681510345,0.33571128122946836,0.06672936509471178,0.20492172564383326,0.46650083681510346
695,0.22329514907802306,0.07513172791073539,0.07603696237298171,0.3705533357830644,0.42329514907802307,0.07513172791073537,0.27603696237298175,0.5705533357830643
700,0.25096572993537875,0.07171675148616637,0.11040089702249267,0.3915305628482648,0.4509657299353787,0.07171675148616637,0.31040089702249263,0.5915305628482648
705,0.2153610736694173,0.06546798209455817,0.08704382876408329,0.34367831857475134,0.4153610736694173,0.06546798209455817,0.2870438287640833,0.5436783185747514
710,0.13251754708812508,0.06955672714858373,-0.003813638123099039,0.2688487322993492,0.3325175470881251,0.06955672714858373,0.19618636187690097,0.4688487322993492
715,0.25155678737563947,0.06262945646281734,0.1288030527085175,0.37431052204276144,0.45155678737563953,0.06262945646281734,0.32880305270851756,0.5743105220427616
720,0.3023226938317936,0.0636918453075937,0.17748667702890997,0.42715871063467725,0.5023226938317936,0.0636918453075937,0.37748667702891,0.6271587106346772
725,0.003341755651030013,0.06917891172884802,-0.1322489113375121,0.13893242263957212,0.20334175565103008,0.06917891172884802,0.06775108866248797,0.3389324226395722
730,0.1851409510264774,0.06608420004540237,0.05561591893748877,0.314665983115466,0.3851409510264774,0.06608420004540237,0.25561591893748875,0.5146659831154661
735,0.23109198062380334,0.0661874606007644,0.10136455784630513,0.3608194034013016,0.4310919806238034,0.0661874606007644,0.30136455784630517,0.5608194034013017
740,0.13481103408878808,0.06493001803151596,0.007548198747016788,0.2620738694305594,0.3348110340887881,0.06493001803151596,0.2075481987470168,0.4620738694305594
745,0.1783675315144278,0.07173741006285525,0.03776220779123152,0.3189728552376241,0.3783675315144278,0.07173741006285525,0.23776220779123153,0.518972855237624
750,0.20080755379441317,0.06848340433560401,0.06658008129662932,0.33503502629219706,0.4008075537944132,0.06848340433560401,0.26658008129662936,0.535035026292197
755,0.22066107792672193,0.06338275604577805,0.09643087607699696,0.3448912797764469,0.4206610779267218,0.06338275604577803,0.29643087607699686,0.5448912797764467
760,0.24495030366346493,0.06775170765012581,0.11215695666921835,0.37774365065771154,0.44495030366346494,0.06775170765012581,0.3121569566692184,0.5777436506577115
765,0.20041834364771388,0.06727476785765306,0.06855979864671388,0.33227688864871385,0.4004183436477139,0.06727476785765306,0.26855979864671387,0.5322768886487139
770,0.13799492056160195,0.06928521690911384,0.0021958954197388303,0.27379394570346505,0.33799492056160196,0.06928521690911384,0.20219589541973884,0.4737939457034651
775,0.2928609440350522,0.06237407402642619,0.17060775894325686,0.41511412912684753,0.49286094403505215,0.06237407402642619,0.3706077589432568,0.6151141291268475
780,0.20897309921272855,0.06566407134111091,0.08027151938415117,0.33767467904130594,0.4089730992127285,0.0656640713411109,0.2802715193841512,0.5376746790413058
785,0.286287724059623,0.05969901240949803,0.16927765973700687,0.4032977883822391,0.48628772405962306,0.05969901240949803,0.36927765973700694,0.6032977883822392
790,0.18985062021311008,0.0635858703976124,0.06522231423378977,0.3144789261924304,0.38985062021311007,0.0635858703976124,0.2652223142337897,0.5144789261924304
795,0.09668791116385667,0.06389965732387201,-0.028555417190932464,0.2219312395186458,0.29668791116385673,0.06389965732387201,0.1714445828090676,0.42193123951864586
800,0.2610760319601332,0.06642096038081056,0.13089094961374448,0.3912611143065219,0.4610760319601332,0.06642096038081056,0.3308909496137445,0.5912611143065218
805,0.09631795519704878,0.06571112616050545,-0.03247585207754192,0.22511176247163947,0.2963179551970488,0.06571112616050545,0.1675241479224581,0.4251117624716395
810,0.2103329897772394,0.06468763385247363,0.08354522742639109,0.33712075212808773,0.4103329897772394,0.06468763385247363,0.2835452274263911,0.5371207521280877
815,0.16905550188466711,0.062082325578018495,0.04737414375175086,0.29073686001758337,0.36905550188466707,0.062082325578018495,0.24737414375175082,0.4907368600175833
820,0.2846785828834841,0.06579404430866581,0.1557222560384991,0.41363490972846906,0.4846785828834841,0.06579404430866581,0.3557222560384991,0.613634909728469
825,0.1625248889006054,0.06661194745437272,0.031965471890034874,0.29308430591117596,0.3625248889006054,0.06661194745437272,0.23196547189003489,0.4930843059111759
830,0.2005052180021233,0.06319073648484681,0.07665137449182353,0.32435906151242305,0.4005052180021233,0.0631907364848468,0.2766513744918236,0.5243590615124231
835,0.1882534107638269,0.06228494009186231,0.06617492818377677,0.310331893343877,0.3882534107638269,0.06228494009186232,0.26617492818377675,0.5103318933438771
840,0.2127460630286882,0.0600321096138589,0.09508312818552477,0.33040899787185163,0.4127460630286882,0.06003210961385891,0.29508312818552473,0.5304089978718517
845,0.1939362944451197,0.06119748288960848,0.07398922798148708,0.31388336090875235,0.39393629444511974,0.06119748288960849,0.2739892279814871,0.5138833609087524
850,0.2509825264925457,0.06366211641119929,0.1262047783265951,0.3757602746584963,0.4509825264925458,0.06366211641119929,0.32620477832659517,0.5757602746584964
855,0.23690884622699326,0.0631752837103223,0.11308529015476156,0.360732402299225,0.43690884622699333,0.0631752837103223,0.3130852901547616,0.560732402299225
860,0.1888732193131502,0.0629021010913779,0.06558510117404955,0.3121613374522509,0.3888732193131502,0.0629021010913779,0.26558510117404954,0.5121613374522509
865,0.2592231809264113,0.05917741860667588,0.14323544045732656,0.375210921395496,0.45922318092641135,0.05917741860667588,0.3432354404573266,0.5752109213954961
870,0.31362807241040347,0.059105992567631944,0.19778032697784487,0.42947581784296207,0.5136280724104035,0.059105992567631944,0.39778032697784493,0.6294758178429621
875,0.19334686734828999,0.06174565651587144,0.07232538057718196,0.314368354119398,0.39334686734829,0.06174565651587144,0.272325380577182,0.514368354119398
880,0.17461891829330942,0.06816837833817105,0.041008896750494156,0.30822893983612465,0.3746189182933094,0.06816837833817105,0.24100889675049414,0.5082289398361246
885,0.25313435058565315,0.05915749786025038,0.1371856547795624,0.3690830463917439,0.45313435058565316,0.05915749786025039,0.3371856547795624,0.5690830463917439
890,0.11206861551161935,0.06598892584364596,-0.017269679141926716,0.2414069101651654,0.31206861551161946,0.06598892584364598,0.18273032085807336,0.44140691016516553
895,0.19153734199386369,0.06402495393648328,0.06604843227835647,0.31702625170937093,0.39153734199386364,0.06402495393648328,0.2660484322783564,0.5170262517093709
900,0.20127343626738362,0.06452852249264916,0.07479753218179125,0.327749340352976,0.40127343626738365,0.06452852249264916,0.27479753218179126,0.527749340352976
905,0.12255767797235328,0.06111379131128904,0.0027746470022267794,0.24234070894247978,0.3225576779723533,0.06111379131128904,0.2027746470022268,0.4423407089424798
910,0.16521786917450426,0.061594666635420244,0.04449232256908059,0.28594341577992793,0.3652178691745043,0.061594666635420244,0.2444923225690806,0.48594341577992795
915,0.2671911318458802,0.0630791450926933,0.14355600746420136,0.39082625622755907,0.4671911318458802,0.0630791450926933,0.34355600746420134,0.590826256227559
920,0.17091910268991586,0.06027665722052447,0.052776854537687906,0.2890613508421438,0.3709191026899159,0.060276657220524464,0.25277685453768794,0.48906135084214386
925,0.09448308871812688,0.06019558335714037,-0.02350025466186824,0.212466432098122,0.29448308871812695,0.06019558335714037,0.17649974533813184,0.41246643209812206
930,0.2758951827429088,0.0596199488131059,0.15904008306922124,0.3927502824165964,0.47589518274290876,0.0596199488131059,0.3590400830692212,0.5927502824165963
935,0.13014636583149614,0.05921556036172154,0.014083867522521915,0.24620886414047036,0.33014636583149615,0.059215560361721535,0.21408386752252195,0.44620886414047034
940,0.1640443052923573,0.061046486576168124,0.04439319160306779,0.28369541898164685,0.36404430529235726,0.061046486576168124,0.24439319160306774,0.4836954189816468
945,0.2006245371744029,0.05718155742099122,0.0885486846292601,0.3127003897195457,0.4006245371744029,0.05718155742099123,0.2885486846292601,0.5127003897195457
950,0.2031065035318716,0.059822431644161234,0.08585453750931558,0.3203584695544276,0.4031065035318716,0.059822431644161234,0.2858545375093156,0.5203584695544277
955,0.1951221860361585,0.05835164879654752,0.08075295439492536,0.30949141767739163,0.39512218603615845,0.05835164879654752,0.2807529543949253,0.5094914176773916
960,0.021925264077517253,0.05442258277703644,-0.08474299816547416,0.12859352632050866,0.22192526407751728,0.05442258277703644,0.11525700183452586,0.3285935263205087
965,0.14457046232807025,0.05824731952032919,0.030405716068225036,0.25873520858791543,0.34457046232807026,0.05824731952032919,0.23040571606822505,0.4587352085879155
970,0.1452184322321015,0.05606751820912912,0.03532609654220843,0.2551107679219946,0.3452184322321015,0.05606751820912912,0.23532609654220843,0.4551107679219946
975,0.26023274189277185,0.06054404764426984,0.14156640851000296,0.37889907527554073,0.4602327418927719,0.06054404764426984,0.34156640851000303,0.5788990752755407
980,0.20017928286607384,0.059058867230338805,0.08442390309460979,0.3159346626375379,0.4001792828660739,0.0590588672303388,0.28442390309460985,0.515934662637538
985,0.2668660723924638,0.05505160094481632,0.15896493454062383,0.37476721024430376,0.4668660723924638,0.05505160094481632,0.35896493454062384,0.5747672102443038
990,0.13919556788673138,0.057595212032831855,0.026308952302380936,0.2520821834710818,0.33919556788673144,0.05759521203283185,0.22630895230238102,0.45208218347108187
995,0.035439830180748054,0.05794224428840686,-0.07812696862452939,0.14900662898602549,0.23543983018074804,0.05794224428840686,0.1218730313754706,0.34900662898602547
